,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01
6,0.05291133808138582,0.06734238497549445,0.1980139104511043,0.22398552774339828,0.18042518385264247,0.17195496069196986,0.21609704139494762,0.20675906272902422,0.24468076490502877,0.27328324568726803,0.30457933758492955,0.33367447912629716,0.3156757628435392,0.3204562375014198,0.3200489673478391,0.3204807368721875,0.32024352517062676,0.3188369871176456,0.31871588126628386,0.32108680164893266,0.34215573160486623,0.3571719758066127,0.3309563261190009,0.32927017607815146,0.28988536851503016,0.29785354974982164,0.297437196151528,0.2992728214949783,0.2521666480769998,0.2507841149209956,0.25077222350667416,0.2517404482980751,0.2497627294968693,0.2470496556146821,0.24718277558636306,0.2467115157440019,0.24684582810300304,0.2456612477588284,0.24586810144929014,0.2453115671676894,0.24476160400724384,0.24454320811397684,0.24470877690879161,0.24461078017096835,0.24452123373067008,0.24412863612353633,0.2436588331787492,0.24369915860017075,0.24375558245942391,0.24359702858380813,0.24340829945295894,0.24297951646090504,0.24292477705294982,0.2431064828829526,0.243193701969264,0.2433253827745082,0.24348664634135808,0.24343548158545508,0.24341593680768425,0.2434351057204646,0.24335819468211578,0.2432793593390506,0.24329043778314366
2,0.0,0.0,0.0,0.34845137974930807,0.32645009358681537,0.23509347047429738,0.33314239022897124,0.3893737376146084,0.37082393250482104,0.3731097084088376,0.3739767539110792,0.37468579563406945,0.3746672223300393,0.3743083777960531,0.37435807111965025,0.3749519956848843,0.37506186783894097,0.3751556055521943,0.3744233943650123,0.3747617719150542,0.3754066371130658,0.3751807918541017,0.2719596347443722,0.269194644539548,0.2681855527864899,0.2676145303440948,0.25850320583057423,0.25843881649323086,0.26241575541841494,0.26141430718907327,0.2584782428359069,0.2600487356974411,0.261136136553458,0.2583471177488877,0.2582228238717729,0.25830775806264156,0.258109150669992,0.26196246253215105,0.2618098045791152,0.26159691112930344,0.26152282655039455,0.26179737884388926,0.2616581625091866,0.26137809738015433,0.2606805983872386,0.2604745549047411,0.2596859228206561,0.259612400330627,0.2597132423946376,0.2591492101113287,0.25904110421296234,0.25892371221135596,0.25040330716171144,0.2504660402949269,0.25058682159826107,0.25061280044912204,0.2505688986085539,0.2505512040804701,0.2504815963244568,0.2505285096482894,0.25051256013888545,0.2504668353026319,0.2505546107386079
5,0.15505023117501135,0.21219283513310327,0.31119498664831435,0.3333333325202517,0.3333333268311041,0.32097554234196785,0.3217400116056796,0.33333333331925474,0.3333333333297684,0.33333333333176757,0.3333333333324175,0.33333333333271925,0.3333333333326935,0.3333333333295702,0.3333333333294454,0.33333333332937615,0.3333333333293009,0.3333333333314182,0.3333333333295731,0.33333333332952164,0.3333333333293939,0.3333333333292976,0.33333333333075793,0.33333333333266474,0.3333333333317711,0.33333333333154175,0.33333333333133713,0.3333333333312136,0.33333333333219023,0.33333333333105214,0.3333333332943211,0.33333333321998065,0.3325235980959389,0.3309410852252077,0.3307220233153368,0.3305998648625787,0.32983175009733756,0.3290538143360677,0.3287279766009394,0.32626313408866187,0.3111185991981746,0.3019475078946426,0.3022746527011011,0.30277815326350044,0.30207449858412866,0.2966690848778662,0.29597794264046123,0.29570445740851253,0.27881799125064716,0.2782098420878,0.27778734198490057,0.2779104538733666,0.27770049333885116,0.27773529747377373,0.27780413569885404,0.27777944642972513,0.2777986988848689,0.2579680081534533,0.2579785892244703,0.25797325139073735,0.2579651186956011,0.25924377415584865,0.25933258520599617
1,0.2005365062984629,0.39285559811613335,0.48777777083961465,0.4383528670713735,0.4349476900170411,0.5379465040802898,0.5193221263279632,0.4215272034928116,0.4333775447829209,0.4314724721582037,0.4354396747217889,0.43594190079305595,0.4303593280975597,0.41978687678083815,0.4102518980918935,0.4099797271142755,0.41210501911379316,0.39305262324863793,0.38038573062497777,0.37601079535477405,0.3705310745112742,0.36646919228641717,0.36302340284212936,0.36610758064630466,0.3643164541677394,0.36480037921083674,0.3642377489440278,0.35842386933380055,0.35528958609520306,0.3536399275168661,0.3559345505716621,0.35567155208560897,0.35438202950378295,0.36125300460308113,0.36287487997475304,0.3650542819740736,0.36646726460684087,0.3697941724785438,0.3699072980490228,0.3704516539381457,0.36697947786437296,0.37122391674035093,0.37171931174853884,0.37356808562961397,0.37283389854000637,0.3704627052638596,0.3546919496503159,0.3546994788597854,0.35508378690308273,0.354682002910724,0.35432793032351273,0.3542719510222077,0.353933598492866,0.35407299833929273,0.35384898058821745,0.3538876432288621,0.3539047858978388,0.3536960482553859,0.35356295478165406,0.35377635455532047,0.3537678907763824,0.3532955747996507,0.3534638710571981
15,0.0,0.0,0.669743959159649,0.34002902787502337,0.316341786506358,0.5090198539456561,0.5354983958829642,0.5795079390628258,0.5792687737787003,0.6477475803142185,0.6471757205262177,0.654613901550639,0.6544138270291197,0.6501837795917292,0.7236422540629471,0.7241492429796442,0.7212382174953454,0.6402751889205981,0.6407163173143319,0.6570154918114129,0.6062736421734833,0.6117111145618958,0.6073103442496165,0.6066792144067185,0.6051642289321462,0.6040255891450997,0.6015359815033295,0.6020456743223702,0.5850592935155846,0.5875934595014233,0.5798336453580835,0.5797771511789903,0.5797463335317758,0.5761946489334331,0.5759172381889288,0.5766397018263928,0.5756960411824071,0.5752032504486657,0.5756248831709608,0.5749447500607171,0.5746208117009456,0.6041409970862861,0.6034771055227216,0.6024583499701662,0.6014499694514553,0.6013084077946111,0.600719502128339,0.602122725086581,0.6029541661131466,0.6035886445612733,0.6043618543604781,0.6039838300253669,0.6036767313603201,0.6037514054205514,0.6037456003813286,0.6039641571241684,0.6037107500461286,0.6035367531730744,0.603523972767821,0.6035313061646079,0.6035634176304951,0.6034225326321041,0.6034650306404262
4,0.20955996690836254,0.1293404395756589,0.293383092994322,0.305682079044731,0.31127118482483634,0.3148429392450234,0.21295081672696864,0.17795794268918558,0.1832650377849232,0.1831815749116532,0.18326431745929556,0.17649430141194733,0.18276981206213536,0.22250878370508795,0.22259046931353565,0.21095537299478978,0.2099089498934964,0.1997164417374119,0.2021300801612123,0.20088030548441219,0.2041601389588389,0.21234513620820047,0.21263299660636995,0.21196914244879494,0.2174568480089849,0.21759785237441356,0.21783666060925563,0.2175206984642014,0.21654508965489366,0.214830957257274,0.21227091014084087,0.2120236781381978,0.21609706475071153,0.2146750699091093,0.21460630203821815,0.21444067703669828,0.2064045579724398,0.20522658404995117,0.204259666600332,0.20432395587565,0.20376682830899115,0.19948556356849273,0.19930173624852485,0.19925388257823393,0.198977330962671,0.19852602292274008,0.19777164436020442,0.1976380416499361,0.19777208211828576,0.19741614441686844,0.1969372710218372,0.19691526249343905,0.19681468195324597,0.19672976557398061,0.1970129385495595,0.19687167607166833,0.1968977527745168,0.1968432745738356,0.19650172663691476,0.19655907079725154,0.19653634813771678,0.19626540137617993,0.1963060388940763
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.140936287605242,0.23258076616409715,0.25002518155029413,0.2697122194970777,0.3242292346940966,0.31228305977434634,0.5606683700850592,0.6175008254768184,0.6197504058672335,0.6415530941927013,0.6412168817148489,0.6487851287458278,0.6484389127932657,0.652835896444259,0.6524016395160963,0.6655569048459504,0.62864928052164,0.6297094251088802,0.5971669384443844,0.5779149622361921,0.5310343665206538,0.5295012706934299,0.5138199584854947,0.5047913135469332,0.49016240673687944,0.49019485347870395,0.48636817179249114,0.4963132869259422,0.49327649718483607,0.48182344187705506,0.4792347122185006,0.4756383740744878,0.4645955655963001,0.4594105014873149,0.4604624120273109,0.4608232817620116,0.45969886455130676,0.45849327690550506,0.45533303620544646,0.4539868968259374,0.45377612697055625,0.45339963549792545,0.45258601890829037,0.45187219792368266,0.4445338875458026,0.44387287163043276,0.44303990673259946,0.44319105247993573,0.44354305927417914,0.44285724507923047,0.4421936004401952,0.442123606173218,0.44168553953253153,0.44176567119350885,0.44194298018838213,0.4376422180033302,0.4356570164960238,0.43311884295494946,0.43311077076928906,0.4331340327133399,0.4330609780200971,0.43050437159357813,0.43204079120002226
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.039215686274509796,0.047100294827847895,0.048739322891548593,0.06200174197796053,0.06285742962331191,0.05628425649241114,0.058800016441042637,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
